slant,size,spacing,pressure,baseline,speed,emotion
99.81607195910286,127.54605263157895,-3.8933333333333335,160.72060308689024,50.00391258929872,88.01661361675514,happy
79.0930388870649,160.5168918918919,-4.795918367346939,158.0027097902098,30.860275461083724,66.9246537314879,happy
74.84430606410189,490.5824175824176,-5.258953168044077,119.24184027777778,72.06831279021962,35.90332773917324,happy
85.87734530743643,24.12104539202201,-3.4053682037164488,154.16605274321267,57.66459057971552,14.310844224617602,happy
71.86115123649815,19.791340782122905,-2.9642258244829516,154.17480557126697,170.4840272260583,12.35457513785229,happy
67.0408727938638,679.2387640449438,-3.6497175141242937,135.26563125,52.75521287794456,51.04602685671174,happy
92.34239111370162,193.6112716763006,-4.892753623188406,144.35437095905172,76.63726605661088,33.81715369637991,happy
76.78151425881819,131.24823529411765,-4.221698113207547,160.0937535837156,57.68506962925058,36.309772858339194,happy
82.96242528966057,406.8135888501742,-5.066433566433567,129.93446471291867,57.85771392197873,32.456555095283825,happy
67.0408727938638,679.2387640449438,-3.6497175141242937,135.26563125,52.75521287794456,51.04602685671174,happy
75.99102129932831,97.34579439252336,-6.845070422535211,176.26699343152868,87.17638282482919,62.73866579632893,happy
67.6393630054563,100.14957264957265,-7.301724137931035,194.56701324349442,53.10746055747633,82.6073493101658,happy
65.04856924618346,233.43627450980392,-5.157635467980295,171.19834978070176,75.99241318568538,60.860104685904936,happy
97.64280029417763,174.625,-11.309859154929578,166.78077734375,48.76053225891653,105.63678363627858,happy
66.77930405995873,52.63821138211382,-3.778688524590164,176.24469288793102,41.36825682030987,57.55673110969668,happy
100.9208871283952,78.89240506329114,-0.34615384615384615,176.8902845982143,30.934290029536303,72.38531820532641,happy
110.1395070212228,275.5943396226415,-16.865384615384617,158.10852741745282,21.778979744335253,166.79118662960124,happy
110.1395070212228,275.5943396226415,-16.865384615384617,158.10852741745282,21.778979744335253,166.79118662960124,happy
82.10943544669585,204.95535714285714,-10.309090909090909,167.28220070306853,34.53257483145148,132.17381492682867,happy
65.04856924618346,233.43627450980392,-5.157635467980295,171.19834978070176,75.99241318568538,60.860104685904936,happy
72.38757603399215,199.50595238095238,-9.0,169.55099581866196,65.31355125335219,126.40331177484421,happy
94.52530066911564,93.53333333333333,-6.2727272727272725,164.5518118657749,31.64653551143542,117.17912035253313,happy
83.71592021492812,135.90140845070422,-0.3142857142857143,162.66687659438776,49.68199208198757,79.34171023671057,happy
84.53739197254181,418.6666666666667,-12.113636363636363,157.93778879476318,44.53394322048556,174.94106631278993,happy
82.80772796762524,176.3452380952381,-7.433734939759036,164.43526633522728,47.259307833174496,90.50228054040954,happy
71.09745175893917,152.36274509803923,-7.42,161.8750128495066,34.83433633760671,116.18269283397525,happy
93.58155276030303,168.8372093023256,-0.7380952380952381,162.01449730136815,26.4925471932665,118.54917851991432,happy
97.8118031241677,328.8103448275862,-10.456140350877194,157.4594534050179,28.922340562115007,125.02577880127677,happy
100.92209369471918,76.27835051546391,-3.21875,164.83166095385522,45.203551158119296,69.23712020805202,happy
58.43935126928907,110.37654320987654,-2.4875,189.5668298192771,46.06102523858504,96.88286932750985,happy
82.04080858716645,32.86871508379888,-4.089887640449438,192.6261345082597,57.68563920298412,45.815159561247796,happy
102.24300435401392,12.717021276595744,-2.1880341880341883,186.40788639741237,28.241162180152035,27.89740447338591,happy
66.1620160208808,8.282608695652174,-1.0992063492063493,205.7495702541106,28.651008947432985,21.81182359565388,happy
84.06276919953311,67.39416058394161,-3.9044117647058822,183.4457760989011,36.48716818798617,54.481756674982336,happy
87.17036046504334,26.850649350649352,1.1699346405228759,186.11025479819264,58.17451723962492,23.430181971618108,happy
72.75290369959004,21.59655172413793,-1.3194444444444444,201.7913025039643,35.640052820410034,42.564730192052906,happy
96.31631015029949,20.11904761904762,-1.2095808383233533,195.61606583422844,33.091638636051975,43.39335668016048,happy
66.72314668631336,29.80110497237569,-1.011111111111111,192.11170112781954,43.82640206430804,35.15962993308325,happy
90.51905911666255,11.316489361702128,2.235294117647059,192.321828125,38.0261266239519,17.113766346206056,happy
116.7922368782146,50.504,-2.4274193548387095,196.65115295897706,46.12823863968794,57.79267136573792,happy
98.54083193700015,33.337278106508876,-5.029761904761905,195.72041433891994,60.3631517913402,50.87878403720066,happy
121.036622789171,1.009433962264151,18.173076923076923,200.566475610837,43.526727486637185,5.549526234842697,happy
94.42494033791101,5.3842592592592595,0.4697674418604651,200.70572560528245,33.92920593071938,16.56289869657269,happy
55.508638101037256,43.29368932038835,-5.019512195121951,179.01057648389005,52.637265177452804,42.07880194152443,happy
74.48320859320023,73.89285714285714,-1.2164948453608246,167.93515625,34.276177001977445,64.13628572590497,happy
55.508638101037256,43.29368932038835,-5.019512195121951,179.01057648389005,52.637265177452804,42.07880194152443,happy
62.09446574250857,180.30701754385964,-12.089285714285714,172.9337939049587,54.17672823662723,149.98040776503714,happy
59.25051832247165,195.25714285714287,-7.695652173913044,172.15155431937174,44.20004617229096,123.12155110325132,happy
79.0930388870649,160.5168918918919,-4.795918367346939,158.0027097902098,30.860275461083724,66.9246537314879,happy
87.7400488119859,49.21283783783784,-4.659863945578231,178.5218837780899,45.06023229336073,57.41459577872946,happy
103.84719365814614,65.6094890510949,-7.639705882352941,170.96835186298077,25.362933280090104,63.575293004077714,sad
75.19442061441285,104.06547619047619,-1.1204819277108433,167.66652007450332,28.546526846734572,75.51159749854179,sad
88.41296432430254,349.7413793103448,-9.513043478260869,154.09689245810057,44.70888129429539,79.5129253782075,sad
108.29022093823082,215.41509433962264,-2.8461538461538463,158.5744862432065,45.445181339081174,128.91797101722574,sad
77.77133015610956,405.68065693430657,-8.501831501831502,130.58998607073644,43.03284965583662,55.31563372942653,sad
97.71409384141366,164.03191489361703,-5.035714285714286,159.68441371058557,53.835413043838756,70.46107162820532,sad
73.12507969275887,196.23958333333334,-6.010471204188482,146.8301700367647,63.86216112781442,64.52439292706549,sad
80.11097948146718,1025.3921568627452,-12.0,150.81778846153847,74.18774890545335,98.14267809718262,sad
73.12507969275887,196.23958333333334,-6.010471204188482,146.8301700367647,63.86216112781442,64.52439292706549,sad
94.87066491087278,225.504,-6.330645161290323,159.63846943430656,36.40659632539137,71.64183480644226,sad
109.11078351194209,143.23192771084337,-10.145454545454545,156.19765975336324,49.78257742666293,66.97389804096107,sad
